name,address,accessible,wards_precincts
Kingdom Chevrolet,"6603 S Western Av, Chicago, IL",True,"ward 16 precinct 4, ward 16 precinct 6"
Hancock House,"12045 S Emerald Av, Chicago, IL",True,ward 34 precinct 31
New Mt Moriah Baptist Church,"1501 N Harding Av, Chicago, IL",False,"ward 26 precinct 16, ward 26 precinct 44"
Kingsbury Plaza,"520 N Kingsbury St, Chicago, IL",True,ward 42 precinct 17
Chicago Police Station,"5151 N Milwaukee Av, Chicago, IL",True,ward 45 precinct 34
University Park Condo,"1450 E 55 Pl, Chicago, IL",True,ward 5 precinct 39
Cong Kehilath Jacob Beth Samuel,"3701 W Devon Av, Chicago, IL",True,ward 50 precinct 24
Carling Hotel,"1512 N LaSalle St, Chicago, IL",True,ward 27 precinct 12
Edwards School,"4815 S Karlov Av, Chicago, IL",False,ward 14 precinct 28
Oakdale Park,"965 W 95 St, Chicago, IL",True,ward 21 precinct 41
Apostolic Pentecostal Church,"11401 S Vincennes Av, Chicago, IL",True,"ward 34 precinct 17, ward 34 precinct 19"
Ada Park,"11250 S Ada St, Chicago, IL",True,"ward 34 precinct 29, ward 34 precinct 32"
Welles Park,"2333 W Sunnyside Av, Chicago, IL",True,"ward 47 precinct 14, ward 47 precinct 42"
Cristo Rey Jesuit High School,"1852 W 22 Pl, Chicago, IL",True,ward 25 precinct 15
Vacant Store Front,"339 E Grand Av, Chicago, IL",True,ward 42 precinct 31
Union Park Field House,"1501 W Randolph St, Chicago, IL",True,ward 27 precinct 33
Salem Lutheran Church,"318 E 74 St, Chicago, IL",False,"ward 6 precinct 6, ward 6 precinct 33"
Marshall Field Garden Apartments,"1428 N Sedgwick St, Chicago, IL",True,ward 27 precinct 20
Wicker Park Senior Housing,"2020 W Schiller St, Chicago, IL",True,ward 1 precinct 8
Chicago Vocational Career Academy,"2100 E 87 St, Chicago, IL",True,ward 8 precinct 17
Grace Episcopal Church,"637 S Dearborn St, Chicago, IL",True,ward 4 precinct 17
Ray School,"5631 S Kimbark Av, Chicago, IL",True,"ward 5 precinct 8, ward 5 precinct 27"
Empty Store Front,"3807 N Pulaski Rd, Chicago, IL",True,ward 30 precinct 15
USW Local 17 Decorators Union,"4570 S Archer Av, Chicago, IL",True,ward 14 precinct 16
Martin L King Library,"3436 S M L King Dr, Chicago, IL",True,ward 4 precinct 36
Edith Spurlock Sampson Apartments,"2720 N Sheffield Av, Chicago, IL",True,ward 43 precinct 31
Francis Parker School,"2233 N Clark St, Chicago, IL",True,"ward 43 precinct 17, ward 43 precinct 44"
Greater Mt Vernon Baptist Church,"8700 S Laflin St, Chicago, IL",False,ward 21 precinct 32
Alden Wentworth Nrsng Hm,"201 W 69 St, Chicago, IL",False,ward 6 precinct 18
Breakers At Edgewater Beach,"5333 N Sheridan Rd, Chicago, IL",True,ward 48 precinct 29
So Shore International College Prep,"1955 E 75 St, Chicago, IL",True,"ward 8 precinct 20, ward 8 precinct 21"
Bell School,"3730 N Oakley Av, Chicago, IL",True,"ward 47 precinct 7, ward 47 precinct 46"
North Harbor Tower,"175 N Harbor Dr, Chicago, IL",True,ward 42 precinct 28
St Pancratius,"2930 W 40 Pl, Chicago, IL",False,ward 12 precinct 20
J Discount Pharmacy,"1344 N Western Av, Chicago, IL",True,ward 26 precinct 48
Greater Mt Avery Intnl Ministries,"6638 S Ashland Av, Chicago, IL",False,ward 15 precinct 22
James/Kilmer Condo Assoc,"1560 N Sandburg Terr, Chicago, IL",True,ward 2 precinct 33
3150 Condo Assoc,"3150 N Lake Shore Dr, Chicago, IL",True,ward 44 precinct 3
Old Town Triangle Assoc,"1763 N North Park Av, Chicago, IL",True,"ward 43 precinct 4, ward 43 precinct 19"
Campbell Terrace Apartments,"2061 N Campbell Av, Chicago, IL",True,"ward 1 precinct 9, ward 1 precinct 43"
Chicago Police Station,"850 W Addison St, Chicago, IL",True,"ward 44 precinct 26, ward 44 precinct 36"
Thurgood Marshall School,"3900 N Lawndale Av, Chicago, IL",True,"ward 45 precinct 1, ward 45 precinct 2"
Lake Parc Apts,"3939 S Lake Park Av, Chicago, IL",True,ward 4 precinct 4
Ogden Park,"6500 S Racine Av, Chicago, IL",True,ward 17 precinct 19
Alex Haley Academy,"11411 S Eggleston Av, Chicago, IL",False,"ward 34 precinct 11, ward 34 precinct 41, ward 34 precinct 53"
St John De LaSalle Church,"10206 S Vernon Av, Chicago, IL",False,ward 9 precinct 14
Kilmer School,"6700 N Greenview Av, Chicago, IL",True,ward 49 precinct 18
Anton Dvorak School,"3615 W 16 St, Chicago, IL",True,"ward 24 precinct 2, ward 24 precinct 6, ward 24 precinct 34"
Holy Cross / IHM Convent,"4541 S Wood St, Chicago, IL",False,ward 15 precinct 5
Amundsen High School,"5110 N Damen Av, Chicago, IL",True,"ward 40 precinct 13, ward 40 precinct 16"
Armour Square Apts,"3146 S Wentworth Av, Chicago, IL",True,ward 11 precinct 34
St Maurice Church,"3619 S Hoyne Av, Chicago, IL",False,ward 12 precinct 3
Salvation Army,"4056 N Pulaski Rd, Chicago, IL",True,ward 39 precinct 34
Field School,"7019 N Ashland Av, Chicago, IL",True,ward 49 precinct 20
Wildwood School,"6950 N Hiawatha Av, Chicago, IL",True,"ward 41 precinct 6, ward 41 precinct 14, ward 41 precinct 39"
Taylor Lauridsen Park,"704 W 42 St, Chicago, IL",True,ward 11 precinct 31
Joplin School,"7931 S Honore St, Chicago, IL",False,ward 17 precinct 4
Michigan Ave Lofts,"910 S Michigan Av, Chicago, IL",True,ward 4 precinct 25
Chase Bank,"4730 W 79 St, Chicago, IL",True,ward 18 precinct 43
Pullman Presbyterian Church,"550 E 103 St, Chicago, IL",True,ward 9 precinct 13
Avalon Park Cmty Church,"8100 S Dante Av, Chicago, IL",False,"ward 8 precinct 6, ward 8 precinct 29"
Silvies,"1900 W Irving Park Rd, Chicago, IL",True,ward 47 precinct 12
Collettis,"5707 N Central Av, Chicago, IL",True,"ward 39 precinct 23, ward 39 precinct 24"
Foster Park School,"8530 S Wood St, Chicago, IL",False,"ward 21 precinct 9, ward 21 precinct 29"
Domain Condo Association,"900 N Kingsbury St, Chicago, IL",True,"ward 27 precinct 21, ward 42 precinct 5"
Haines School,"247 W 23 Pl, Chicago, IL",True,ward 25 precinct 6
2400 Lakeview Condo,"2400 N Lakeview Av, Chicago, IL",True,ward 43 precinct 26
Paul G Stewart Phase 3,"401 E Bowen Av, Chicago, IL",True,ward 3 precinct 12
G &amp; A Sr Residence/Ravenswood,"1818 W Peterson Av, Chicago, IL",True,ward 40 precinct 9
The Admiral At The Lake,"929 W Foster Av, Chicago, IL",True,ward 48 precinct 23
St Peter And Paul Church,"3745 S Paulina St, Chicago, IL",False,ward 12 precinct 19
De Paul Athletic Traning Ctr,"2323 N Sheffield Av, Chicago, IL",True,ward 43 precinct 41
New Nazareth M B Church,"7933 S Yates Bv, Chicago, IL",True,ward 7 precinct 19
Daniel Hudson Burnham Apts,"1930 W Loyola Av, Chicago, IL",True,ward 50 precinct 28
Chicago Fire Station,"3637 W 59 St, Chicago, IL",True,ward 23 precinct 7
Armitage Commons Apartments,"3720 W Armitage Av, Chicago, IL",True,ward 26 precinct 24
1st Cong Of Forest Glen,"5400 N Lawler Av, Chicago, IL",False,"ward 39 precinct 41, ward 39 precinct 43"
Gross Park,"2708 W Lawrence Av, Chicago, IL",True,ward 40 precinct 6
Immanuel Evangelical Luth Church,"1500 W Elmdale Av, Chicago, IL",True,ward 48 precinct 38
Luther Memorial Church,"2500 W Wilson Av, Chicago, IL",False,ward 47 precinct 40
St Thaddeus Church,"9550 S Harvard Av, Chicago, IL",False,"ward 21 precinct 23, ward 21 precinct 25, ward 21 precinct 27"
Granville Beach Condo,"6171 N Sheridan Rd, Chicago, IL",True,ward 48 precinct 13
Korean Martyrs Catholic Church,"4115 N Kedvale Av, Chicago, IL",False,"ward 39 precinct 3, ward 39 precinct 25"
Peterson Plaza Apartments,"5969 N Ravenswood Av, Chicago, IL",True,"ward 40 precinct 22, ward 40 precinct 36"
Rim City &amp; Vip,"4253 W Grand Av, Chicago, IL",True,ward 26 precinct 4
Wendell Green School,"1150 W 96 St, Chicago, IL",True,ward 21 precinct 49
Sr Suites/West Humboldt Park,"3656 W Huron St, Chicago, IL",True,"ward 27 precinct 3, ward 27 precinct 34"
Lathrop Elderly Housing,"2717 N Leavitt St, Chicago, IL",True,ward 1 precinct 28
St Leonard Ministries,"2120 W Warren Bv, Chicago, IL",True,ward 27 precinct 32
The Ogden Intrnl School/Chicago,"1250 W Erie St, Chicago, IL",True,ward 1 precinct 6
The Moody Church,"1630 N Clark St, Chicago, IL",True,"ward 2 precinct 30, ward 2 precinct 31"
West Ridge Senior Apts,"6142 N California Av, Chicago, IL",True,ward 50 precinct 26
Lafollette Park,"1333 N Laramie Av, Chicago, IL",True,"ward 37 precinct 31, ward 37 precinct 40"
Congregation Beth Itzchok,"6716 N Whipple St, Chicago, IL",True,ward 50 precinct 40
Back To God Church,"7326 S Racine Av, Chicago, IL",False,ward 17 precinct 5
Yates School,"1826 N Francisco Av, Chicago, IL",True,"ward 1 precinct 1, ward 1 precinct 44"
Calumet Park,"9801 S Avenue G, Chicago, IL",True,"ward 10 precinct 22, ward 10 precinct 26"
Valley Forge Park,"7001 W 59 St, Chicago, IL",True,"ward 13 precinct 10, ward 13 precinct 21, ward 23 precinct 1"
Edgewater Historical Society,"5358 N Ashland Av, Chicago, IL",True,ward 40 precinct 26
Avalon Park,"1215 E 83 St, Chicago, IL",True,"ward 8 precinct 10, ward 8 precinct 48"
Chicago Police Station,"2150 N California Av, Chicago, IL",True,"ward 1 precinct 13, ward 1 precinct 34"
Funston School,"2010 N Central Park Av, Chicago, IL",True,ward 1 precinct 26
1000 Condo Assoc,"1000 N Lake Shore Pz, Chicago, IL",True,ward 42 precinct 24
Chicago Fire Station,"4034 W 47 St, Chicago, IL",True,ward 14 precinct 2
CYC Rebecca Crown Cmty Ctr,"7601 S Phillips Av, Chicago, IL",True,"ward 7 precinct 10, ward 7 precinct 11"
Park Shore East Assoc,"6250 S Harper Av, Chicago, IL",True,ward 5 precinct 33
Lakeview Condo Assoc,"2626 N Lakeview Av, Chicago, IL",True,ward 43 precinct 25
Fenger High School,"11220 S Wallace St, Chicago, IL",True,ward 34 precinct 23
Chicago Police Station,"3120 S Halsted St, Chicago, IL",True,ward 11 precinct 5
Mt Joy Baptist Church,"11339 S May St, Chicago, IL",False,ward 34 precinct 8
St Michael Social Center,"1936 W 48 St, Chicago, IL",True,ward 15 precinct 13
Mann Park,"2949 E 131 St, Chicago, IL",True,ward 10 precinct 17
Commonwealth Apartments,"2757 N Pine Grove Av, Chicago, IL",True,ward 43 precinct 13
Church Of God,"3048 S Central Park Av, Chicago, IL",False,ward 22 precinct 11
Nixon School,"2121 N Keeler, Chicago, IL",True,"ward 35 precinct 12, ward 35 precinct 18, ward 35 precinct 19"
Jenner Academy Of Arts,"1119 N Cleveland Av, Chicago, IL",True,ward 27 precinct 48
Holmes Elementary School,"955 W Garfield Bv, Chicago, IL",True,ward 16 precinct 15
Hoyne Park,"3417 S Hamilton Av, Chicago, IL",True,ward 12 precinct 8
Rhine VFW Post 2729,"5858 S Archer Av, Chicago, IL",False,ward 14 precinct 23
Croatian American Radio Club,"7036 S Archer Av, Chicago, IL",True,ward 23 precinct 27
New Life Family Center,"2910 N Central Av, Chicago, IL",True,ward 31 precinct 15
Senate Apartments,"5801 N Pulaski Rd, Chicago, IL",True,ward 39 precinct 2
Canty School,"3740 N Panama Av, Chicago, IL",True,"ward 38 precinct 17, ward 38 precinct 20, ward 38 precinct 28"
Landmark Baptist Church,"2700 W Wilcox St, Chicago, IL",True,"ward 27 precinct 14, ward 27 precinct 30"
Cook School,"8150 S Bishop St, Chicago, IL",False,"ward 21 precinct 30, ward 21 precinct 47"
Apac/Cath Charities WIC Ctr,"5125 W Chicago Av, Chicago, IL",True,"ward 37 precinct 34, ward 37 precinct 36"
St John Rila Orth Church,"5944 W Cullom, Chicago, IL",False,"ward 38 precinct 33, ward 38 precinct 36"
Munroe Park,"2617 W 105 St, Chicago, IL",True,ward 19 precinct 51
Old St Marys Church,"1500 S Michigan Av, Chicago, IL",True,"ward 3 precinct 22, ward 3 precinct 33, ward 3 precinct 34"
Rowe Clark Math And Science Acdy,"3645 W Chicago Av, Chicago, IL",True,ward 27 precinct 19
Vivian Gordon Harsh Apartments,"4227 S Oakenwald Av, Chicago, IL",True,ward 4 precinct 7
Cooper School,"1624 W 19 St, Chicago, IL",True,"ward 25 precinct 13, ward 25 precinct 19"
Church Of The Living God,"2159 E 95 St, Chicago, IL",True,ward 7 precinct 40
New Life Community Church,"4155 S Rockwell St, Chicago, IL",True,ward 12 precinct 13
Cassell School,"11314 S Spaulding Av, Chicago, IL",False,"ward 19 precinct 15, ward 19 precinct 41"
Forest Preserve Dist CC,"6100 N Central Av, Chicago, IL",True,ward 39 precinct 27
Damascus Baptist Church,"10014 S Michigan Av, Chicago, IL",True,ward 9 precinct 2
Salvation Army,"5020 N Pulaski Rd, Chicago, IL",True,ward 39 precinct 8
Victory Centre/Roseland,"10450 S Michigan Av, Chicago, IL",True,"ward 9 precinct 5, ward 9 precinct 29"
Ivy Apartments,"2437 N Southport Av, Chicago, IL",True,ward 2 precinct 24
Park Community Church,"6155 W Touhy Av, Chicago, IL",False,ward 41 precinct 47
St Symphorosa Sharp Center,"5940 W 62 St, Chicago, IL",False,"ward 13 precinct 1, ward 13 precinct 8"
Macedonia Tabernacle Ch,"109 E 75 St, Chicago, IL",True,ward 6 precinct 16
Bosley Playground Park,"3044 S Bonfield St, Chicago, IL",True,ward 11 precinct 8
Howe School,"720 N Lorel, Chicago, IL",True,"ward 37 precinct 9, ward 37 precinct 17"
Oriole Park,"5430 N Olcott Av, Chicago, IL",True,"ward 41 precinct 33, ward 41 precinct 34"
Black School,"9101 S Euclid Av, Chicago, IL",False,ward 8 precinct 5
Ryder School,"8716 S Wallace St, Chicago, IL",True,"ward 21 precinct 11, ward 21 precinct 12, ward 21 precinct 44"
Sunrise Assisted Living/Lincoln Pk,"2710 N Clark St, Chicago, IL",True,"ward 43 precinct 36, ward 43 precinct 42"
Logan Avondale Post 2978,"3009 N Kedzie Av, Chicago, IL",True,"ward 33 precinct 26, ward 33 precinct 28"
Iglesia Bautista Kildare Ave,"4248 W Belden Av, Chicago, IL",False,ward 31 precinct 22
Park Manor School,"7037 S Rhodes Av, Chicago, IL",True,ward 6 precinct 7
Garfield Ridge Baptist Ch,"5520 S Narragansett Av, Chicago, IL",False,ward 13 precinct 42
Everett School,"3419 S Bell Av, Chicago, IL",True,ward 25 precinct 32
Iglesia Torre Fuerte De Alabanza Adoracion,"6545 S Hamlin Av, Chicago, IL",False,ward 13 precinct 30
Ukrainian Orthdx Patronage Ch,"904 N Washtenaw Av, Chicago, IL",False,"ward 26 precinct 1, ward 26 precinct 36"
3900 Lake Shore Condo,"3900 N Lake Shore Dr, Chicago, IL",True,ward 46 precinct 28
Chalet Living And Rehab,"7350 N Sheridan Rd, Chicago, IL",False,ward 49 precinct 30
Franklin Fine Arts Ctr,"225 W Evergreen Av, Chicago, IL",True,ward 27 precinct 9
Iglesia De Dios Pentecostal Ch,"4400 W Montana St, Chicago, IL",True,ward 31 precinct 41
Harlan High School,"9652 S Michigan Av, Chicago, IL",True,ward 9 precinct 42
St Ferdinand Convent,"5936 W Barry Av, Chicago, IL",False,ward 30 precinct 2
Schorsch Vlg Improvement Assn,"6940 W Belmont Av, Chicago, IL",True,ward 36 precinct 7
Lake Vista Apartments,"1440 S Indiana Av, Chicago, IL",True,ward 3 precinct 21
Queen Of Universe School,"7130 S Hamlin Av, Chicago, IL",False,ward 13 precinct 19
United Winthrop Towers,"4848 N Winthrop Av, Chicago, IL",False,ward 46 precinct 6
One Superior Place,"1 W Superior St, Chicago, IL",True,ward 2 precinct 40
Daley Elementary School,"5024 S Wolcott Av, Chicago, IL",True,ward 15 precinct 15
Donnellan Funeral Home,"10525 S Western Av, Chicago, IL",True,ward 19 precinct 34
Bethesda Church,"4538 W Fullerton Av, Chicago, IL",True,ward 31 precinct 18
Christopher School,"5042 S Artesian Av, Chicago, IL",True,ward 14 precinct 17
Rock Of Salvation Church,"5350 W Bloomingdale Av, Chicago, IL",True,ward 37 precinct 26
ABJ Community Svcs,"1818 E 71 St, Chicago, IL",True,ward 5 precinct 28
Original Pancake House,"10437 S Western Av, Chicago, IL",True,ward 19 precinct 35
Our Lady Of Peace Catholic Ch,"2010 E 79 St, Chicago, IL",False,"ward 8 precinct 9, ward 8 precinct 28"
B J Wright Courts Apartments,"1354 S Morgan St, Chicago, IL",True,ward 25 precinct 4
Centro Cristiano Midway Church,"5830 W 63 St, Chicago, IL",False,ward 13 precinct 26
Sherman Park,"1301 W 52 St, Chicago, IL",True,ward 20 precinct 21
Chicago Fire Station,"5559 S Narragansett Av, Chicago, IL",True,ward 13 precinct 6
Mary Jane Richardson Apts,"4930 S Langley, Chicago, IL",True,"ward 4 precinct 3, ward 4 precinct 12"
South Loop School,"1212 S Plymouth Ct, Chicago, IL",True,"ward 3 precinct 26, ward 4 precinct 37"
Wentworth Haven Homes,"7147 S Wentworth Av, Chicago, IL",True,ward 6 precinct 47
Norwood Crossing,"6016 N Nina, Chicago, IL",True,ward 41 precinct 17
Local #134 I B E W,"600 W Washington Bv, Chicago, IL",True,"ward 42 precinct 3, ward 42 precinct 12, ward 42 precinct 21, ward 42 precinct 36, ward 42 precinct 41"
Back/Yards Neighborhood Council,"3256 W 47 St, Chicago, IL",True,ward 14 precinct 20
Lincoln Pk Tower Condo,"1960 N Lincoln Pk West, Chicago, IL",True,ward 43 precinct 15
303 E Wacker,"303 E Wacker Dr, Chicago, IL",True,"ward 42 precinct 29, ward 42 precinct 40"
Chicago Fire Station,"2214 W Barry Av, Chicago, IL",True,ward 32 precinct 9
Dvorak Park,"1119 W Cullerton St, Chicago, IL",True,ward 25 precinct 23
Autumn Green At Midway Village,"6700 S Keating Av, Chicago, IL",True,ward 13 precinct 37
Pavillion Apts,"5441 N East River Rd, Chicago, IL",True,"ward 41 precinct 28, ward 41 precinct 29"
Christian Fellowship Flock,"2435 W Division St, Chicago, IL",True,ward 26 precinct 20
Kelvyn Park,"4438 W Wrightwood Av, Chicago, IL",False,ward 31 precinct 13
St John United Church Of Christ,"2448 W Moffat St, Chicago, IL",False,ward 1 precinct 29
Winston Tower #3 Condo,"7061 N Kedzie Av, Chicago, IL",True,ward 50 precinct 12
Sullivan Elementary School,"8331 S Mackinaw, Chicago, IL",True,ward 10 precinct 4
Wright College,"1645 N California Av, Chicago, IL",True,ward 1 precinct 22
UNO Marquez School,"2916 W 47 St, Chicago, IL",True,ward 15 precinct 12
Gill Park Cooperative,"810 W Grace St, Chicago, IL",True,ward 46 precinct 38
Senior Suites Of Belmont,"6045 W Grand Av, Chicago, IL",True,"ward 36 precinct 5, ward 36 precinct 23"
Johnson Child Parent Center,"1504 S Albany Av, Chicago, IL",True,ward 24 precinct 23
Harold Washington School,"9130 S University Av, Chicago, IL",True,"ward 8 precinct 23, ward 8 precinct 38"
Haugan School,"4540 N Hamlin Av, Chicago, IL",True,ward 35 precinct 9
Morgan Park Baptist Church,"11024 S Bell Av, Chicago, IL",False,"ward 19 precinct 31, ward 19 precinct 40"
LaSalle Division Apartments,"116 W Elm St, Chicago, IL",True,ward 27 precinct 38
Chicago Police Station,"3420 W 63 St, Chicago, IL",True,ward 23 precinct 20
Tarkington School,"3330 W 71 St, Chicago, IL",True,ward 17 precinct 1
Lionel Hampton School,"3434 W 77 St, Chicago, IL",True,"ward 18 precinct 1, ward 18 precinct 31"
Palmer Park,"201 E 111 St, Chicago, IL",True,ward 9 precinct 43
Kenmore Plaza/Habitat Co,"5225 N Kenmore Av, Chicago, IL",True,ward 48 precinct 28
Bethany Methodist Home,"4950 N Ashland Av, Chicago, IL",True,"ward 47 precinct 30, ward 47 precinct 32"
New Day Ministries International,"11300 S M L King Dr, Chicago, IL",False,ward 9 precinct 46
Glencrest Nursing Ctr,"2451 W Touhy Av, Chicago, IL",True,ward 50 precinct 6
Coonley School,"4046 N Leavitt St, Chicago, IL",True,ward 47 precinct 8
Providence Of God Church,"717 W 18 St, Chicago, IL",False,"ward 11 precinct 2, ward 11 precinct 33, ward 11 precinct 38"
St Mary Star Of Sea School,"6424 S Kenneth Av, Chicago, IL",False,"ward 13 precinct 9, ward 13 precinct 29"
Lindblom Math &amp; Science Acdy,"6130 S Wolcott Av, Chicago, IL",True,"ward 15 precinct 2, ward 15 precinct 20"
St Columbanus Church,"329 E 71 St, Chicago, IL",True,ward 6 precinct 48
St Philip Neri School,"2110 E 72 St, Chicago, IL",True,"ward 5 precinct 6, ward 5 precinct 14"
Deneen School,"7240 S Wabash Av, Chicago, IL",True,ward 6 precinct 32
UNO Soccer Academy H S,"5025 S St Louis Av, Chicago, IL",True,ward 23 precinct 24
Durkin Park Elementary,"8445 S Kolin Av, Chicago, IL",True,"ward 18 precinct 28, ward 18 precinct 44"
Murray Park,"1743 W 73 St, Chicago, IL",True,"ward 17 precinct 11, ward 17 precinct 32, ward 17 precinct 40"
Stevenson School,"8010 S Kostner Av, Chicago, IL",True,ward 18 precinct 30
Tonti Elementary School,"5815 S Homan Av, Chicago, IL",False,ward 23 precinct 13
Kozminski Cmty Academy,"936 E 54 St, Chicago, IL",True,"ward 5 precinct 4, ward 5 precinct 21"
Conrad Sulzer Library,"4455 N Lincoln Av, Chicago, IL",True,"ward 47 precinct 22, ward 47 precinct 45"
Mc Dowell School,"1419 E 89 St, Chicago, IL",True,"ward 8 precinct 35, ward 8 precinct 56"
Owen Scholastic Academy,"8247 S Christiana Av, Chicago, IL",True,ward 18 precinct 21
The Parkways,"6720 S East End Av, Chicago, IL",True,"ward 5 precinct 17, ward 5 precinct 25"
West Chicago Library,"4856 W Chicago Av, Chicago, IL",True,ward 37 precinct 27
Foster Park,"1440 W 84 St, Chicago, IL",False,"ward 21 precinct 13, ward 21 precinct 48, ward 21 precinct 52"
Portage Cragin Library,"5108 W Belmont Av, Chicago, IL",True,"ward 31 precinct 14, ward 31 precinct 33"
Love Cathedral Cmty Church,"5112 S Halsted St, Chicago, IL",False,"ward 20 precinct 2, ward 20 precinct 38"
St Rene Church,"6340 S New England Av, Chicago, IL",False,"ward 23 precinct 18, ward 23 precinct 28, ward 23 precinct 35"
Loyola Park,"1230 W Greenleaf Av, Chicago, IL",True,"ward 49 precinct 27, ward 49 precinct 29"
Santa Lucia,"3022 S Wells St, Chicago, IL",True,ward 11 precinct 36
Blackhawk Park,"2318 N Lavergne Av, Chicago, IL",True,ward 36 precinct 9
Smith Park,"2526 W Grand Av, Chicago, IL",True,"ward 26 precinct 17, ward 26 precinct 46"
Sabor Latino,"3808 W North Av, Chicago, IL",True,ward 26 precinct 47
The Seville Apartments,"1263 W Pratt Av, Chicago, IL",False,ward 49 precinct 25
Coles School,"8440 S Phillips Av, Chicago, IL",True,"ward 7 precinct 26, ward 7 precinct 27, ward 7 precinct 29, ward 8 precinct 46"
Trinity Council Knights Of Columbus,"11207 S Ewing, Chicago, IL",True,"ward 10 precinct 10, ward 10 precinct 12, ward 10 precinct 23"
Shorewind Towers,"2373 E 70 St, Chicago, IL",True,ward 5 precinct 26
M &amp; K Electronics Inc,"2848 N Cicero Av, Chicago, IL",False,ward 31 precinct 27
Windsor Park Lutheran Church,"7600 S Saginaw Av, Chicago, IL",True,ward 7 precinct 12
Embajadores De Cristo,"2524 N Laramie Av, Chicago, IL",True,ward 31 precinct 32
Bernard Horwich Jewish Center,"3003 W Touhy Av, Chicago, IL",False,ward 50 precinct 5
Spred Center,"2956 S Lowe Av, Chicago, IL",False,ward 11 precinct 16
Arca De Salvacion Church,"2615 W 35 St, Chicago, IL",True,ward 12 precinct 6
The Pershing,"3845 S State St, Chicago, IL",True,ward 3 precinct 23
South Shore Bible Bapt Church,"7159 S Cornell Av, Chicago, IL",False,ward 7 precinct 1
St Richard Parish Center,"5030 S Kostner Av, Chicago, IL",True,"ward 14 precinct 7, ward 14 precinct 8, ward 14 precinct 12"
Christ Our Saviour Church,"3807 N Lavergne Av, Chicago, IL",False,ward 45 precinct 8
Northwest Middle School,"5252 W Palmer St, Chicago, IL",True,ward 36 precinct 22
Good Shepherd Luth Church,"4200 W 62 St, Chicago, IL",False,ward 13 precinct 16
The Greater Way MB Church,"5442 W Harrison St, Chicago, IL",True,ward 29 precinct 3
St Felicitas Church,"1512 E 84 St, Chicago, IL",False,"ward 8 precinct 37, ward 8 precinct 52"
Saint Luke Church,"1500 W Belmont Av, Chicago, IL",True,"ward 32 precinct 8, ward 32 precinct 10, ward 32 precinct 23"
Revere School,"1010 E 72 St, Chicago, IL",True,ward 5 precinct 2
Ken-Well Park,"2945 N Kenosha Av, Chicago, IL",True,ward 31 precinct 26
Chicago Fire Station,"1360 S Blue Island Av, Chicago, IL",True,ward 11 precinct 6
Calvary Baptist Church,"2309 E 80 St, Chicago, IL",True,"ward 7 precinct 15, ward 8 precinct 7"
Salvation Army Adult Rehab,"506 N Desplaines St, Chicago, IL",False,ward 27 precinct 11
Hapkido School,"3722 W 79 St, Chicago, IL",True,ward 18 precinct 45
Rosenwald School,"2601 W 80 St, Chicago, IL",True,"ward 18 precinct 4, ward 18 precinct 14"
Alliance Polish Heritage Ctr,"5835 W Diversey Av, Chicago, IL",True,"ward 30 precinct 5, ward 30 precinct 10, ward 30 precinct 12"
Our Lady Of Good Counsel,"3528 S Hermitage Av, Chicago, IL",False,ward 12 precinct 23
Edison Park Lutheran Ch,"6626 N Oliphant Av, Chicago, IL",True,"ward 41 precinct 5, ward 41 precinct 7, ward 41 precinct 8"
Rezas Restaurant,"432 W Ontario St, Chicago, IL",True,"ward 42 precinct 15, ward 42 precinct 37, ward 42 precinct 38"
Sankofa Cultural Arts Center,"5820 W Chicago Av, Chicago, IL",True,ward 29 precinct 44
Polish Highlanders,"4808 S Archer Av, Chicago, IL",True,ward 14 precinct 13
UNO Rogers Park,"7416 N Ridge Bv, Chicago, IL",True,ward 49 precinct 24
Lindblom Park,"6054 S Damen Av, Chicago, IL",True,ward 16 precinct 3
Immaculate Heart Of Mary Church,"4515 S Ashland Av, Chicago, IL",True,ward 15 precinct 1
Heritage Woods Of Chgo,"2800 W Fulton St, Chicago, IL",True,ward 27 precinct 36
Northwest Fellowship Ch,"6125 W Foster Av, Chicago, IL",True,"ward 45 precinct 23, ward 45 precinct 24, ward 45 precinct 25, ward 45 precinct 26"
Van Buren Place,"1504 W Van Buren St, Chicago, IL",True,"ward 28 precinct 6, ward 28 precinct 8"
St Michael Church,"1711 N Cleveland Av, Chicago, IL",False,ward 2 precinct 46
Donoghue School,"707 E 37 St, Chicago, IL",True,"ward 4 precinct 11, ward 4 precinct 30"
Prairie District Lofts Condo Assoc,"1727 S Indiana Av, Chicago, IL",False,"ward 3 precinct 6, ward 3 precinct 19, ward 3 precinct 27"
Islamic Cmty Center,"6501 W Belmont Av, Chicago, IL",False,ward 36 precinct 28
Liberty Temple,"2247 W 79 St, Chicago, IL",True,ward 18 precinct 18
El Mexico Moderno Ball Room,"1645 N Cicero Av, Chicago, IL",True,"ward 37 precinct 10, ward 37 precinct 22"
Levee Hall,"4035 W Fullerton Av, Chicago, IL",True,ward 35 precinct 14
St Juliana School,"7400 W Touhy Av, Chicago, IL",True,"ward 41 precinct 1, ward 41 precinct 42, ward 41 precinct 44"
Jahn School,"3149 N Wolcott Av, Chicago, IL",False,"ward 32 precinct 15, ward 32 precinct 41"
New Covenant Coptic Temple,"9306 S Halsted St, Chicago, IL",True,ward 21 precinct 46
